Symbol,type,last_check_time,last_price,dividend_Ex_Date,dividend_yield_Rate,record_Date,announcement_Date,indicated_Annual_Dividend,industry,payment_Date,dividend
GNT,stocks,20240219211938,$4.89,3/13/2024,0.0736196319018405,,11/16/2023,0.36,Finance/Investors Services,,
PGZ,stocks,20240219211939,$10.225,3/13/2024,0.12322738386308069,,1/02/2024,1.26,Investment Managers,,
GGZ,stocks,20240219211941,$11.73,3/13/2024,0.05456095481670929,,2/14/2024,0.64,Investment Managers,,
CTDD,stocks,20240219211942,$9.97,3/13/2024,0.16925777331995986,,N/A,1.6875,Telecommunications Equipment,,
ADT,stocks,20240219211944,$6.87,3/13/2024,0.020378457059679767,,1/24/2024,0.22,Diversified Commercial Services,,
DUKB,stocks,20240219211945,$25.26,3/13/2024,0.05567102137767221,,N/A,1.4062,Power Generation,,
WS,stocks,20240219211946,$32.42,3/13/2024,N/A,,12/20/2023,0.64,N/A,,
DNERY,stocks,20240219211948,$5.23,3/13/2024,N/A,,N/A,0.1163,N/A,,
ARCC,stocks,20240219211950,$20.17,3/14/2024,0.09519087754090232,,2/07/2024,1.92,Finance/Investors Services,,
CSWC,stocks,20240219211951,$23.84,3/14/2024,0.10570469798657718,,1/24/2024,2.52,Finance/Investors Services,,
CSSEN,stocks,20240219211952,$2.92,3/14/2024,0.8133561643835616,,2/19/2024,2.375,Movies/Entertainment,,
CHSCL,stocks,20240219211954,$26.14,3/14/2024,0.07172915072685539,,1/10/2024,1.875,Farming/Seeds/Milling,,
CHSCM,stocks,20240219211955,$25.37,3/14/2024,0.06651556957035869,,1/10/2024,1.6875,Farming/Seeds/Milling,,
CHSCN,stocks,20240219211957,$25.75,3/14/2024,0.06893203883495146,,1/10/2024,1.775,Farming/Seeds/Milling,,
CHSCP,stocks,20240219211958,$31.30,3/14/2024,0.06389776357827476,,1/10/2024,2.0,Farming/Seeds/Milling,,
CHSCO,stocks,20240219212000,$26.73,3/14/2024,0.07365506921062477,,1/10/2024,1.968752,Farming/Seeds/Milling,,
CRWS,stocks,20240219212001,$5.90,3/14/2024,0.05423728813559322,,2/13/2024,0.32,Textiles,,
CSGS,stocks,20240219212002,$53.63,3/14/2024,0.020883833675181804,,2/19/2024,1.12,EDP Services,,
Symbol,type,last_check_time,last_price,dividend_Ex_Date,dividend_yield_Rate,record_Date,announcement_Date,indicated_Annual_Dividend,industry,payment_Date,dividend
EFSC,stocks,20240219212053,$41.32,3/14/2024,0.02420135527589545,,1/22/2024,1.0,Major Banks,,
FISI,stocks,20240219212054,$19.60,3/14/2024,0.06122448979591836,,2/13/2024,1.2,Major Banks,,
FFIN,stocks,20240219212056,$32.05,3/14/2024,0.02246489859594384,,1/23/2024,0.72,Major Banks,,
FFNW,stocks,20240219212057,$20.55,3/14/2024,0.025304136253041364,,2/09/2024,0.52,Banks,,
GRMN,stocks,20240219212059,$123.96,3/14/2024,0.02355598580187157,,2/22/2023,2.92,Industrial Machinery/Components,,
GIPR,stocks,20240219212100,$3.56,3/14/2024,0.13146067415730336,,1/03/2024,0.468,Real Estate Investment Trusts,,
GILD,stocks,20240219212101,$73.37,3/14/2024,0.04088864658579801,,2/01/2024,3.0,Biotechnology: Pharmaceutical Preparations,,
GECCO,stocks,20240219212103,$24.35,3/14/2024,0.06098973305954825,,2/19/2024,1.485068,Finance Companies,,
GECCM,stocks,20240219212105,$25.05,3/14/2024,0.06811576846307385,,2/19/2024,1.706252,Finance: Consumer Services,,
GECCZ,stocks,20240219212106,$25.25,3/14/2024,0.08759603960396041,,2/19/2024,2.211804,Finance Companies,,
GEGGL,stocks,20240219212108,$21.89,3/14/2024,0.08371859296482412,,2/19/2024,1.83264,Finance: Consumer Services,,
HLNE,stocks,20240219212109,$118.28,3/14/2024,0.015049036185322962,,2/19/2024,1.78,Investment Managers,,
HWBK,stocks,20240219212111,$22.21,3/14/2024,0.03061683926159388,,1/30/2024,0.68,Major Banks,,
IRDM,stocks,20240219212112,$30.47,3/14/2024,0.01706596652445028,,2/02/2024,0.52,Telecommunications Equipment,,
KFRC,stocks,20240219212114,$68.87,3/14/2024,0.0209089589080877,,2/02/2024,1.44,Professional Services,,
MBNKP,stocks,20240219212115,$25.29,3/14/2024,0.07908264136022143,,1/25/2024,2.0,Commercial Banks,,
MBINP,stocks,20240219212117,$25.16,3/14/2024,0.06955484896661367,,2/14/2024,1.75,Major Banks,,
MBIN,stocks,20240219212118,$43.32,3/14/2024,0.007386888273314866,,2/14/2024,0.32,Major Banks,,
MBINO,stocks,20240219212120,$24.40,3/14/2024,0.06147540983606558,,2/14/2024,1.5,Major Banks,,
MBINN,stocks,20240219212121,$21.05,3/14/2024,0.07125890736342043,,2/14/2024,1.5,Major Banks,,
MBINM,stocks,20240219212123,$25.30,3/14/2024,0.08151778656126481,,2/14/2024,2.0624,Major Banks,,
MSBIP,stocks,20240219212124,$24.74,3/14/2024,0.07831851253031528,,2/06/2024,1.9376,Major Banks,,
NTRSO,stocks,20240219212126,$21.97,3/14/2024,0.05348202093764225,,1/17/2024,1.175,Major Banks,,
NWE,stocks,20240219212127,$49.20,3/14/2024,0.05203252032520325,,2/14/2024,2.56,Power Generation,,
OCSL,stocks,20240219212129,$20.09,3/14/2024,0.10950721752115482,,2/01/2024,2.2,Finance: Consumer Services,,
OXLCZ,stocks,20240219212130,$23.12,3/14/2024,0.054065743944636674,,2/19/2024,1.25,Finance Companies,,
OXLCP,stocks,20240219212131,$23.35,3/14/2024,0.06691648822269806,,1/25/2024,1.5625,Investment Managers,,
OXLCL,stocks,20240219212133,$23.955,3/14/2024,0.0704445835942392,,2/19/2024,1.6875,Finance Companies,,
OXLCM,stocks,20240219212135,$24.95,3/14/2024,0.06763527054108216,,1/25/2024,1.6875,Investment Managers,,
OXLCN,stocks,20240219212136,$23.77,3/14/2024,0.07493899873790492,,1/25/2024,1.78125,Investment Managers,,
OXLC,stocks,20240219212138,$5.12,3/14/2024,0.1875,,10/26/2023,0.96,Investment Managers,,
OXLCO,stocks,20240219212139,$22.02,3/14/2024,0.0681198910081744,,1/25/2024,1.5,Investment Managers,,
OXSQ,stocks,20240219212141,$3.12,3/14/2024,0.1346153846153846,,11/02/2023,0.42,Blank Checks,,
RRR,stocks,20240219212142,$59.16,3/14/2024,0.016903313049357674,,2/07/2024,1.0,Hotels/Resorts,,
RBCAA,stocks,20240219212144,$52.26,3/14/2024,0.028626100267891315,,1/24/2024,1.496,Major Banks,,
ROIC,stocks,20240219212145,$12.84,3/14/2024,0.04672897196261682,,2/13/2024,0.6,Real Estate Investment Trusts,,
SBCF,stocks,20240219212147,$25.45,3/14/2024,0.028290766208251474,,2/19/2024,0.72,Major Banks,,
SFNC,stocks,20240219212148,$18.79,3/14/2024,0.0425758382118148,,1/23/2024,0.8,Major Banks,,
TROW,stocks,20240219212150,$108.26,3/14/2024,0.045076667282468126,,1/30/2024,4.88,Investment Bankers/Brokers/Service,,
UTMD,stocks,20240219212151,$73.10,3/14/2024,0.016415868673050615,,2/06/2024,1.2,Medical/Dental Instruments,,
CRF,stocks,20240219212153,$7.12,3/14/2024,0.1747752808988764,,11/03/2023,1.2444,Finance/Investors Services,,
CLM,stocks,20240219212154,$7.16,3/14/2024,0.18201117318435753,,11/03/2023,1.3032,Finance/Investors Services,,
EPM,stocks,20240219212155,$5.71,3/14/2024,0.0840630472854641,,2/06/2024,0.48,Oil & Gas Production,,
UTG,stocks,20240219212157,$25.81,3/14/2024,0.08833785354513754,,12/15/2023,2.28,Investment Managers,,
GLV,stocks,20240219212159,$5.482,3/14/2024,0.1151404596862459,,1/08/2024,0.6312,Finance/Investors Services,,
GLQ,stocks,20240219212200,$6.305,3/14/2024,0.11476605868358447,,1/08/2024,0.7236,Finance/Investors Services,,
GLO,stocks,20240219212202,$4.99,3/14/2024,0.11543086172344688,,1/08/2024,0.576,Finance/Investors Services,,
SCCB,stocks,20240219212203,$25.005,3/14/2024,0.07123575284943012,,N/A,1.7812,Real Estate Investment Trusts,,
SACC,stocks,20240219212205,$24.65,3/14/2024,0.0697261663286004,,N/A,1.7188,Real Estate Investment Trusts,,
SCCC,stocks,20240219212206,$24.63,3/14/2024,0.0786642306130735,,N/A,1.9375,Real Estate Investment Trusts,,
SCCD,stocks,20240219212208,$22.02,3/14/2024,0.0681198910081744,,N/A,1.5,Real Estate Investment Trusts,,
Symbol,type,last_check_time,last_price,dividend_Ex_Date,dividend_yield_Rate,record_Date,announcement_Date,indicated_Annual_Dividend,industry,payment_Date,dividend
SCCE,stocks,20240219212258,$22.05,3/14/2024,0.06802721088435373,,N/A,1.5,Real Estate Investment Trusts,,
SCCF,stocks,20240219212300,$22.38,3/14/2024,0.0795911528150134,,N/A,1.7812,Real Estate Investment Trusts,,
SCCG,stocks,20240219212301,$23.65,3/14/2024,0.08456659619450317,,N/A,2.0,Real Estate Investment Trusts,,
WFG,stocks,20240219212303,$80.61,3/14/2024,0.014886490509862299,,2/14/2024,1.2,Forest Products,,
KO,stocks,20240219212304,$59.40,3/14/2024,0.030976430976430977,,2/15/2024,1.94,Beverages (Production/Distribution),,
UGI,stocks,20240219212306,$24.29,3/14/2024,0.06175380815150268,,1/31/2024,1.5,Natural Gas Distribution,,
PHM,stocks,20240219212307,$104.48,3/14/2024,0.007656967840735069,,2/01/2024,0.8,Homebuilding,,
SCI,stocks,20240219212309,$71.38,3/14/2024,0.016251050714485852,,2/15/2024,1.16,Other Consumer Services,,
SOR,stocks,20240219212310,$40.75,3/14/2024,0.0613398773006135,,1/23/2024,2.4996,Investment Managers,,
FHN,stocks,20240219212312,$14.07,3/14/2024,0.042643923240938165,,1/23/2024,0.6,Major Banks,,
TDS,stocks,20240219212313,$18.44,3/14/2024,0.04013015184381778,,2/16/2024,0.76,Telecommunications Equipment,,
CADE,stocks,20240219212315,$27.62,3/14/2024,0.03403330919623461,,1/24/2024,1.0,Major Banks,,
CBU,stocks,20240219212316,$46.15,3/14/2024,0.0390032502708559,,2/14/2024,1.8,Major Banks,,
DTF,stocks,20240219212318,$11.04,3/14/2024,0.03532608695652174,,12/14/2023,0.39,Investment Managers,,
GPK,stocks,20240219212319,$24.87,3/14/2024,0.016083634901487738,,2/16/2024,0.4,Containers/Packaging,,
EMN,stocks,20240219212321,$85.25,3/14/2024,0.0380058651026393,,2/13/2024,3.24,Major Chemicals,,
EXP,stocks,20240219212322,$249.04,3/14/2024,0.004015419209765499,,2/05/2024,1.0,Building Materials,,
RNR,stocks,20240219212324,$228.61,3/14/2024,0.00664887800183719,,2/06/2024,1.56,Property-Casualty Insurers,,
SAH,stocks,20240219212325,$54.06,3/14/2024,0.022197558268590455,,2/14/2024,1.2,Retail-Auto Dealers and Gas Stations,,
PB,stocks,20240219212327,$64.26,3/14/2024,0.034858387799564274,,1/17/2024,2.24,Major Banks,,
GRMN,stocks,20240219212328,$123.96,3/14/2024,0.02355598580187157,,2/22/2023,2.92,Industrial Machinery/Components,,
GPN,stocks,20240219212329,$137.82,3/14/2024,0.007255840951966333,,2/14/2024,1.0,Business Services,,
BANC,stocks,20240219212331,$14.57,3/14/2024,0.027453671928620454,,2/08/2024,0.4,Major Banks,,
SFL,stocks,20240219212333,$12.76,3/14/2024,0.07836990595611286,,2/14/2024,1.04,Marine Transportation,,
IIIN,stocks,20240219212334,$36.11,3/14/2024,,,2/13/2024,0.12,Steel/Iron Ore,,
ENS,stocks,20240219212336,$91.84,3/14/2024,0.00979965156794425,,2/07/2024,0.9,Industrial Machinery/Components,,
ACCO,stocks,20240219212337,$6.59,3/14/2024,0.04552352048558422,,2/16/2024,0.3,Publishing,,
WU,stocks,20240219212339,$13.08,3/14/2024,0.07186544342507645,,2/06/2024,0.94,Business Services,,
SREA,stocks,20240219212340,$24.95,3/14/2024,0.057615230460921846,,N/A,1.4375,Professional Services,,
SRV,stocks,20240219212342,$34.88,3/14/2024,0.15481651376146788,,2/01/2024,5.4,Finance Companies,,
RMM,stocks,20240219212343,$15.33,3/14/2024,0.07170254403131116,,1/02/2024,1.0992,"Trusts, Except Educational, Religious, and Charitable",,
MRK,stocks,20240219212345,$126.54,3/14/2024,0.0243401296032875,,1/23/2024,3.08,Biotechnology: Pharmaceutical Preparations,,
HCA,stocks,20240219212346,$307.66,3/14/2024,0.00780081908600403,,1/30/2024,2.64,Hospital/Nursing Management,,
AL,stocks,20240219212348,$43.13,3/14/2024,0.01947600278228611,,2/13/2024,0.84,Diversified Commercial Services,,
DPG,stocks,20240219212349,$8.99,3/14/2024,0.09343715239154615,,12/14/2023,0.84,"Trusts, Except Educational, Religious, and Charitable",,
MMD,stocks,20240219212351,$16.48,3/14/2024,0.04368932038834951,,1/02/2024,0.72,Investment Managers,,
NXG,stocks,20240219212352,$35.00,3/14/2024,0.18514285714285716,,2/01/2024,6.48,N/A,,
KIO,stocks,20240219212354,$12.87,3/14/2024,0.11328671328671329,,12/26/2023,1.458,Investment Managers,,
LDOS,stocks,20240219212355,$122.19,3/14/2024,0.01243964317865619,,2/08/2024,1.52,EDP Services,,
ICE,stocks,20240219212357,$136.89,3/14/2024,0.012272627657243042,,2/08/2024,1.8,Investment Bankers/Brokers/Service,,
ALLE,stocks,20240219212358,$133.31,3/14/2024,0.013502362913509864,,2/07/2024,1.92,Diversified Commercial Services,,
TSLX,stocks,20240219212400,$21.73,3/14/2024,0.08467556373676945,,2/15/2024,1.84,Investment Managers,,
FNF,stocks,20240219212401,$52.62,3/14/2024,0.036488027366020526,,2/15/2024,1.92,Specialty Insurers,,
BSIG,stocks,20240219212403,$21.95,3/14/2024,0.0018223234624145787,,1/26/2024,0.04,Investment Managers,,
UE,stocks,20240219212404,$17.50,3/14/2024,0.036571428571428574,,2/13/2024,0.68,Real Estate Investment Trusts,,
NSA,stocks,20240219212405,$36.98,3/14/2024,0.060573282855597634,,2/15/2024,2.24,Real Estate Investment Trusts,,
ARR,stocks,20240219212407,$19.29,3/14/2024,0.14930015552099535,,2/14/2024,2.88,Real Estate Investment Trusts,,
RIV,stocks,20240219212408,$11.60,3/14/2024,0.1333448275862069,,1/02/2024,1.5468,Finance Companies,,
OPP,stocks,20240219212410,$8.26,3/14/2024,0.1457142857142857,,1/02/2024,1.2036,Finance/Investors Services,,
RSF,stocks,20240219212411,$16.0695,3/14/2024,0.10439652758330999,,1/02/2024,1.6776,Investment Managers,,
ECCX,stocks,20240219212413,$24.38,3/14/2024,0.06858080393765381,,N/A,1.6719,"Trusts, Except Educational, Religious, and Charitable",,
Symbol,type,last_check_time,last_price,dividend_Ex_Date,dividend_yield_Rate,record_Date,announcement_Date,indicated_Annual_Dividend,industry,payment_Date,dividend
RMI,stocks,20240219212503,$16.11,3/14/2024,0.07188081936685288,,1/02/2024,1.158,Finance/Investors Services,,
ARES,stocks,20240219212505,$135.18,3/14/2024,0.022784435567391625,,2/08/2024,3.72,Investment Managers,,
AFGB,stocks,20240219212506,$24.48,3/14/2024,0.05999795751633987,,N/A,1.4688,Property-Casualty Insurers,,
AQNB,stocks,20240219212508,$25.04,3/14/2024,0.06190095846645368,,N/A,1.55,Electric Utilities: Central,,
CUBB,stocks,20240219212509,$19.9501,3/14/2024,0.06735555210249573,,N/A,1.3438,Major Banks,,
RFM,stocks,20240219212511,$15.84,3/14/2024,0.07227272727272728,,1/02/2024,1.1448,Finance/Investors Services,,
SBBA,stocks,20240219212513,$25.27,3/14/2024,0.06925207756232687,,N/A,1.75,Marine Transportation,,
NTST,stocks,20240219212514,$17.58,3/14/2024,0.046643913538111495,,2/13/2024,0.82,Real Estate Investment Trusts,,
TFSA,stocks,20240219212516,$22.56,3/14/2024,0.07757092198581561,,N/A,1.75,N/A,,
RFMZ,stocks,20240219212517,$14.10,3/14/2024,0.07370212765957446,,1/02/2024,1.0392,"Trusts, Except Educational, Religious, and Charitable",,
ECCW,stocks,20240219212518,$24.05,3/14/2024,0.07017047817047817,,N/A,1.6875,"Trusts, Except Educational, Religious, and Charitable",,
HTFB,stocks,20240219212520,$24.40,3/14/2024,0.04995081967213116,,N/A,1.2188,Finance/Investors Services,,
KKRS,stocks,20240219212521,$19.83,3/14/2024,0.058308119011598596,,N/A,1.1562,N/A,,
BIPH,stocks,20240219212523,$17.00,3/14/2024,0.07352941176470588,,N/A,1.25,N/A,,
TPTA,stocks,20240219212524,$17.40,3/14/2024,0.08620689655172414,,N/A,1.5,Real Estate Investment Trusts,,
CBL,stocks,20240219212526,$23.65,3/14/2024,0.06342494714587739,,2/08/2024,1.6,Real Estate Investment Trusts,,
BWNB,stocks,20240219212527,$16.45,3/14/2024,0.09877203647416415,,N/A,1.625,Building Products,,
ECCV,stocks,20240219212529,$22.45,3/14/2024,0.059848552338530064,,N/A,1.3438,"Trusts, Except Educational, Religious, and Charitable",,
BIPI,stocks,20240219212530,$17.12,3/14/2024,0.07483644859813084,,N/A,1.2812,N/A,,
RMMZ,stocks,20240219212532,$15.99,3/14/2024,0.07309568480300188,,1/02/2024,1.1688,Investment Managers,,
HTFC,stocks,20240219212533,$24.50,3/14/2024,0.06377551020408163,,N/A,1.5625,Finance/Investors Services,,
CRBG,stocks,20240219212535,$25.03,3/14/2024,0.036755892928485814,,2/14/2024,0.92,Life Insurance,,
FG,stocks,20240219212537,$44.82,3/14/2024,0.018741633199464525,,2/15/2024,0.84,Life Insurance,,
PMTU,stocks,20240219212538,$25.37,3/14/2024,0.09213638155301536,,N/A,2.125,N/A,,
WOR,stocks,20240219212540,$62.50,3/14/2024,N/A,,12/19/2023,0.64,Aerospace,,
DMRR,stocks,20240219212541,$35.00,3/14/2024,0.05,,2/09/2024,1.75,N/A,,
DMRRP,stocks,20240219212543,$27.00,3/14/2024,0.14814814814814814,,2/09/2024,4.0,N/A,,
LTSA,stocks,20240219212544,$15.50,3/14/2024,0.12905806451612903,,1/02/2024,2.0,N/A,,
RHHBY,stocks,20240219212546,$32.10,3/14/2024,0.025135448598130838,,N/A,1.3925,N/A,,
MNAT,stocks,20240219212547,$27.4501,3/14/2024,0.04080130855625299,,1/29/2024,1.12,N/A,,
SVBT,stocks,20240219212549,$39.30,3/14/2024,0.0183206106870229,,1/16/2024,0.8,N/A,,
BXSY,stocks,20240219212550,$12.32,3/14/2024,N/A,,12/14/2023,1.0,N/A,,
PNBI,stocks,20240219212552,$22.10,3/14/2024,0.04524886877828054,,2/15/2024,1.0,N/A,,
VNORP,stocks,20240219212553,$47.00,3/14/2024,0.06914893617021277,,2/08/2024,3.25,N/A,,
FIISO,stocks,20240219212555,$109.00,3/14/2024,0.07779816513761469,,2/15/2024,8.48,N/A,,
BVILY,stocks,20240219212556,$28.87,3/14/2024,0.011024177346726706,,N/A,0.331,N/A,,
ATHLL,stocks,20240219212558,$25.16,3/14/2024,0.07700715421303657,,2/16/2024,1.9375,N/A,,
ATHLV,stocks,20240219212559,$25.30,3/14/2024,0.07658102766798419,,2/16/2024,1.9375,N/A,,
HBAN,stocks,20240219212601,$12.84,3/15/2024,0.048286604361370715,,1/19/2024,0.62,Major Banks,,
LIAN,stocks,20240219212602,$4.78,3/15/2024,N/A,,2/13/2024,0.0,Biotechnology: Pharmaceutical Preparations,,
DTE,stocks,20240219212604,$107.77,3/15/2024,0.03785840215273267,,2/01/2024,4.08,Electric Utilities: Central,,
DTM,stocks,20240219212605,$52.43,3/15/2024,0.05264161739462139,,2/16/2024,2.94,Oil & Gas Production,,
NMPWP,stocks,20240219212607,$56.12,3/15/2024,0.06058446186742694,,2/09/2024,3.4,N/A,,
CSXXY,stocks,20240219212609,$45.00,3/15/2024,0.007954755555555556,,N/A,0.3825,N/A,,
PANDY,stocks,20240219212610,$40.16,3/15/2024,0.03848560756972112,,N/A,1.7389,N/A,,
CINF,stocks,20240219212612,$112.41,3/18/2024,0.02668801708033093,,1/26/2024,3.0,Property-Casualty Insurers,,
JJSF,stocks,20240219212613,$148.60,3/18/2024,0.019784656796769853,,2/14/2024,2.94,Specialty Foods,,
OCCIN,stocks,20240219212615,$22.9699,3/18/2024,0.05713999625596977,,2/01/2024,1.3125,"Trusts, Except Educational, Religious, and Charitable",,
OCCIO,stocks,20240219212616,$23.6821,3/18/2024,0.06466065087133321,,2/01/2024,1.53125,"Trusts, Except Educational, Religious, and Charitable",,
OCCI,stocks,20240219212618,$6.93,3/18/2024,0.17316017316017315,,2/01/2024,1.2,"Trusts, Except Educational, Religious, and Charitable",,
STM,stocks,20240219212619,$45.31,3/18/2024,0.0052968439638048995,,3/23/2023,0.24,Semiconductors,,
Symbol,type,last_check_time,last_price,dividend_Ex_Date,dividend_yield_Rate,record_Date,announcement_Date,indicated_Annual_Dividend,industry,payment_Date,dividend
TTE,stocks,20240219212710,$65.00,3/18/2024,0.04979858461538462,,1/08/2024,3.2387,Oil & Gas Production,,
APH,stocks,20240219212711,$105.67,3/18/2024,0.008327813002744393,,2/01/2024,0.88,Electrical Products,,
STM,stocks,20240219212712,$45.31,3/18/2024,0.0052968439638048995,,3/23/2023,0.24,Semiconductors,,
TSM,stocks,20240219212714,$129.03,3/18/2024,0.01464499728745253,,N/A,2.1658,Semiconductors,,
AVNT,stocks,20240219212715,$39.49,3/18/2024,0.02608255254494809,,2/12/2024,1.03,Major Chemicals,,
CIOXY,stocks,20240219212717,$1.01,3/18/2024,N/A,,N/A,0.0491,N/A,,
FDUS,stocks,20240219212718,$19.83,3/19/2024,0.14120020171457387,,2/13/2024,2.8,Finance/Investors Services,,
ELME,stocks,20240219212720,$14.56,3/19/2024,0.04945054945054945,,2/15/2024,0.72,Real Estate Investment Trusts,,
PCF,stocks,20240219212721,$6.61,3/19/2024,0.1129198184568835,,1/04/2024,0.7464,"Trusts, Except Educational, Religious, and Charitable",,
SPE,stocks,20240219212723,$12.2733,3/19/2024,0.09327564713646697,,1/03/2024,1.1448,Finance/Investors Services,,
IGR,stocks,20240219212724,$5.37,3/19/2024,0.1340782122905028,,1/08/2024,0.72,Finance Companies,,
BGH,stocks,20240219212726,$14.17,3/19/2024,0.08942836979534229,,1/08/2024,1.2672,Investment Managers,,
SKLTY,stocks,20240219212727,$32.615,3/19/2024,0.016058010118043843,,N/A,0.4357,N/A,,
JUMSY,stocks,20240219212729,$27.36,3/19/2024,N/A,,N/A,0.6323,N/A,,
GLAD,stocks,20240219212730,$10.28,3/20/2024,0.0963035019455253,,1/09/2024,0.99,Textiles,,
GOODO,stocks,20240219212732,$19.29,3/20/2024,0.07776049766718507,,1/09/2024,1.5,Real Estate Investment Trusts,,
GOODN,stocks,20240219212733,$21.98,3/20/2024,0.07535486806187444,,1/09/2024,1.656252,Real Estate,,
GOOD,stocks,20240219212735,$12.77,3/20/2024,0.09397024275646046,,1/09/2024,1.2,Real Estate Investment Trusts,,
GAIN,stocks,20240219212736,$14.24,3/20/2024,0.06741573033707865,,1/09/2024,0.96,Finance: Consumer Services,,
LANDM,stocks,20240219212738,$24.08,3/20/2024,0.051910299003322266,,1/09/2024,1.250004,Real Estate Investment Trusts,,
LANDO,stocks,20240219212739,$20.475,3/20/2024,0.07326007326007325,,1/09/2024,1.5,Real Estate Investment Trusts,,
LANDP,stocks,20240219212741,$20.22,3/20/2024,0.0741839762611276,,1/09/2024,1.5,Real Estate Investment Trusts,,
LAND,stocks,20240219212743,$13.58,3/20/2024,0.0410898379970545,,1/09/2024,0.558,Real Estate Investment Trusts,,
STX,stocks,20240219212744,$88.16,3/20/2024,0.03176043557168784,,1/24/2024,2.8,Electronic Components,,
PFD,stocks,20240219212746,$10.16,3/20/2024,0.06496062992125984,,1/19/2024,0.666,Investment Managers,,
PFO,stocks,20240219212747,$8.26,3/20/2024,0.06537530266343826,,1/19/2024,0.5472,Finance Companies,,
LTC,stocks,20240219212748,$31.47,3/20/2024,0.07244995233555768,,1/02/2024,2.28,Real Estate Investment Trusts,,
FLC,stocks,20240219212750,$14.96,3/20/2024,0.06697860962566844,,1/19/2024,1.0272,"Trusts, Except Educational, Religious, and Charitable",,
FFC,stocks,20240219212752,$14.14,3/20/2024,0.06916548797736916,,1/19/2024,1.0056,"Trusts, Except Educational, Religious, and Charitable",,
DFP,stocks,20240219212753,$18.52,3/20/2024,0.0673866090712743,,1/19/2024,1.29,Investment Managers,,
QSR,stocks,20240219212754,$76.02,3/20/2024,0.02893975269665878,,2/13/2024,2.32,Restaurants,,
HIE,stocks,20240219212756,$10.52,3/20/2024,0.05817490494296578,,1/02/2024,0.612,"Trusts, Except Educational, Religious, and Charitable",,
HGLB,stocks,20240219212757,$8.06,3/20/2024,0.12059553349875929,,1/02/2024,0.972,"Trusts, Except Educational, Religious, and Charitable",,
RSTRF,stocks,20240219212759,$77.21,3/20/2024,0.028493718430255152,,2/13/2024,2.32,N/A,,
IROQ,stocks,20240219212800,$16.52,3/21/2024,0.02421307506053269,,2/13/2024,0.4,Finance: Consumer Services,,
PPT,stocks,20240219212802,$3.64,3/21/2024,0.08571428571428572,,1/29/2024,0.312,Finance Companies,,
PIM,stocks,20240219212803,$3.22,3/21/2024,0.08198757763975155,,1/29/2024,0.264,Finance Companies,,
PMM,stocks,20240219212805,$6.19,3/21/2024,0.046138933764135706,,1/29/2024,0.2856,Investment Managers,,
PMO,stocks,20240219212806,$10.52,3/21/2024,0.039923954372623575,,1/29/2024,0.42,Finance Companies,,
BTI,stocks,20240219212808,$30.56,3/21/2024,0.09170222513089006,,2/08/2024,2.9722, Medicinal Chemicals and Botanical Products ,,
BCH,stocks,20240219212809,$23.16,3/21/2024,0.08974943868739205,,2/05/2024,1.6924,Commercial Banks,,
POR,stocks,20240219212811,$40.80,3/21/2024,0.04656862745098039,,2/09/2024,1.9,Electric Utilities: Central,,
TEAF,stocks,20240219212812,$11.34,3/21/2024,0.09523809523809525,,2/07/2024,1.08,"Trusts, Except Educational, Religious, and Charitable",,
SEOAY,stocks,20240219212814,$11.81,3/21/2024,0.05450296359017782,,N/A,0.1087,N/A,,
CZMWY,stocks,20240219212815,$119.10,3/21/2024,0.006838119227539883,,N/A,0.8325,N/A,,
CMGMY,stocks,20240219212817,$4.31,3/21/2024,0.011992575406032484,,N/A,0.1014,N/A,,
NVO,stocks,20240219212819,$121.75,3/22/2024,0.014514354004106776,,1/31/2024,1.8597,Biotechnology: Pharmaceutical Preparations,,
HLAN,stocks,20240219212820,$87.25,3/22/2024,0.034796561604584525,,1/23/2024,3.036,N/A,,
NRDBY,stocks,20240219212822,$11.73,3/22/2024,0.14897868712702472,,N/A,1.7495,N/A,,
DNKEY,stocks,20240219212823,$14.13,3/22/2024,0.026113333333333332,,N/A,0.3877,N/A,,
ABBNY,stocks,20240219212825,$44.74,3/25/2024,0.02048971837282074,,N/A,0.9649,N/A,,
Symbol,type,last_check_time,last_price,dividend_Ex_Date,dividend_yield_Rate,record_Date,announcement_Date,indicated_Annual_Dividend,industry,payment_Date,dividend
GVDNY,stocks,20240219212915,$83.35,3/25/2024,0.010751805638872227,,N/A,0.9745,N/A,,
VLMTY,stocks,20240219212917,$30.24,3/25/2024,N/A,,N/A,1.4228,N/A,,
BFC,stocks,20240219212918,$87.87,3/26/2024,0.013656538067599863,,1/16/2024,1.2,Major Banks,,
CUBA,stocks,20240219212919,$2.61,3/26/2024,0.2074712643678161,,2/12/2024,0.5415,Investment Managers,,
MERC,stocks,20240219212921,$7.80,3/26/2024,0.038461538461538464,,2/15/2024,0.3,Paper,,
PSEC,stocks,20240219212922,$5.70,3/26/2024,0.12631578947368421,,2/08/2024,0.72,Finance/Investors Services,,
DOX,stocks,20240219212924,$91.13,3/27/2024,0.019093602545813673,,2/06/2024,1.74,EDP Services,,
FSV,stocks,20240219212925,$167.52,3/27/2024,0.0053724928366762174,,2/05/2024,0.9,Real Estate,,
HTLFP,stocks,20240219212927,$24.75,3/27/2024,0.0707070707070707,,2/19/2024,1.75,Major Banks,,
